price,url,title,Anyag,Nyaklánc kapocs,Motívum,Célcsoport,Ékszer súlya,Tisztaság,Arany színe,Hossz,Szélesség,Magasság,Kő
61390,https://www.aekszerek.hu//arany/lancok/ferfi/arany-nyaklanc-sea-star-white-p106730.html,"Arany nyaklánc Sea Star white, nőknek (IZ6476) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.65 gramm,"0,585",Fehér arany,Válassza ki a méretet,,,Cirkon
55290,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-arany-nyaklanc-lemezzel-p154748.html," arany nyaklánc lemezzel, nőknek (IZ23418) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,16 mm,3 mm,
50990,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-ornamentalis-szivvel-p148206.html,"Arany nyaklánc ornamentális szívvel, nőknek (IZ20844) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.27 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,12 mm,
54890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-faragott-medalokkal-p155511.html,"Arany nyaklánc faragott medálokkal, nőknek (IZ24239) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.43 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,7 mm,
54190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gravirozasra-alkalmas-lemezzel-es-koronggal-p155482.html,"Arany nyaklánc gravírozásra alkalmas lemezzel és koronggal, nőknek (IZ23412B) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.40 gramm,,Sárga arany,Válassza ki a méretet,18 mm,3 mm,
68420,https://www.aekszerek.hu//arany/nyaklancok/noi/spiritualitas-egyko-nyaklanc-p143828.html,"Spiritualitás egykő nyaklánc, nőknek (IZ19228A) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,2.12 gramm,"0,585",Fehér arany,Válassza ki a méretet,"6,5 mm",,Cirkon
117550,https://www.aekszerek.hu//arany/nyaklancok/noi/haromszinu-arany-rozsafuzer-heratis-p155249.html,"Háromszínű arany rózsafüzér, nőknek (IZ15331Z) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,,"0,585",Kombinált arany,Válassza ki a méretet,6 mm,10 mm,
62390,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-keresztnel-hit-p129006.html,"Arany nyaklánc keresztnel Hit, nőknek (IZ13618) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,"22,5 mm",13 mm,
49590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-2-p154495.html,"Arany nyaklánc Szív 2, nőknek (IZ23869) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.25 gramm,"0,585",Sárga arany,Válassza ki a méretet,13.5 mm,10.5 mm,
54790,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lohere-fekete-hematittel-p155496.html,"Arany nyaklánc Lóhere fekete hematittel, nőknek (IZ24200NH) | aEkszerek.hu",,rugós kapocs,Négylevelű lóherék,Női,1.50 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,10 mm,Vörösvasérc
45990,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-ornament-gyemanttal-p154128.html,"Arany nyaklánc ornament gyémánttal, nőknek (IZ23422) | aEkszerek.hu",Arany 14K,rugós kapocs,Gyémánt,Női,1.18 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,10 mm,
42890,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kereszttel-p156567.html,"Női arany nyaklánc kereszttel, nőknek (IZ24597) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.15 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,,
58190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-angyalszarny-2-p154143.html,"Arany nyaklánc Angyalszárny 2, nőknek (IZ23426) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.52 gramm,"0,585",Sárga arany,Válassza ki a méretet,25 mm,13 mm,
77590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-dragonfly-p109793.html,"Arany nyaklánc Dragonfly, nőknek (IZ4134Y) | aEkszerek.hu",Arany 14K,rugós kapocs,Szitakötők,Női,2.07 gramm,"0,585",Kombinált arany,Válassza ki a méretet,15 mm,15 mm,Cirkon
97390,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-vegtelen-gyongyokkel-p146078.html," nyaklánc végtelen gyöngyökkel, nőknek (IZ20228) | aEkszerek.hu",,karabíner,Végtelen,Női,2.56 gramm,"0,585",Sárga arany,,15 mm,5 mm,
99690,https://www.aekszerek.hu//arany/nyaklancok/noi/tricolor-nyaklanc-cirkon-p143829.html,"Tricolor nyaklánc cirkon, nőknek (IZ19232) | aEkszerek.hu",Arany 14K,karabíner,,Női,2.69 gramm,"0,585",Kombinált arany,,,,Cirkon
61390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-golyocskakkal-p155507.html,"Arany nyaklánc szív golyócskákkal, nőknek (IZ24223NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.65 gramm,"0,585",Sárga arany,Válassza ki a méretet,,5 mm,
58290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-vegtelenig-p152196.html,"Arany nyaklánc végtelen, nőknek (IZ22503) | aEkszerek.hu",Arany 14K,,Végtelen,Női,1.58 gramm,"0,585",Sárga arany,Válassza ki a méretet,"14,7 mm","6,8 mm",
92390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szivecskevel-feher-gyongyokkel-es-zafirral-p136037.html,"Arany nyaklánc szívvel, fehér gyöngyökkel és zafírral, nőknek (IZ16235M) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.42 gramm,"0,585",Sárga arany,Válassza ki a méretet,9 mm,6 mm,"Gyöngy, Zafír"
66490,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-karma-nyaklanc-tanyerral-a-szemelyre-szabashoz-p154265.html,"Arany karma nyaklánc tányérral a személyre szabáshoz, nőknek (IZ23584) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.61 gramm,"0,585",Sárga arany,,5 mm,35 mm,
71890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-koronggal-es-szivvel-p154656.html,"Arany nyaklánc koronggal és szívvel, nőknek (IZ23690) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.84 gramm,"0,585",Sárga arany,Válassza ki a méretet,,5 mm,
57090,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-eletfa-p154344.html,"Arany nyaklánc Életfa, nőknek (IZ23705) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.48 gramm,"0,585",Sárga arany,Válassza ki a méretet,13 mm,13 mm,
45890,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-vegtelen-p155128.html,"Női arany nyaklánc Végtelen, nőknek (IZ23895) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,1.14 gramm,"0,585",Sárga arany,Válassza ki a méretet,21 mm,6 mm,
107890,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-es-nyaklanc-angyal-szarnyak-hiressegek-p122729.html,"Celebrity arany nyaklánc angyalszárnyakkal, nőknek (IZ9094M) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,2.69 gramm,"0,585",Sárga arany,Válassza ki a méretet,28 mm,8 mm,
61390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szivek-a-karikaban-p155510.html,"Arany nyaklánc Szívek a karikában, nőknek (IZ24234) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.65 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,15 mm,
102390,https://www.aekszerek.hu//arany/nyaklancok/noi/gravirozott-arany-nyaklanc-szivekkel-viola-p155945.html,"Gravírozott arany nyaklánc szívekkel Viola, nőknek (IZ24398N) | aEkszerek.hu",Arany 14K,karabíner,Szívecskék,Női,2.70 gramm,"0,585",Sárga arany,Válassza ki a méretet,9 mm,7 mm,
47690,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-arany-nyaklanc-sziv-p154962.html," arany nyaklánc Szív, nőknek (IZ15420B) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.20 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,14 mm,
53890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-pillango-p154760.html,"Arany nyaklánc Pillangó, nőknek (IZ23391) | aEkszerek.hu",Arany 14K,rugós kapocs,Pillangók,Női,1.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3 mm,
66890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szimbolumokkal-p154149.html,"Arany nyaklánc szimbólumokkal, nőknek (IZ23428) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.71 gramm,"0,585",Sárga arany,Válassza ki a méretet,"10 mm, 9,2 mm, 5,6 mm","10,1 mm, 9,8 mm, 12,1 mm",
52390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-madartollal-2-p154146.html,"Arany nyaklánc madártollal 2, nőknek (IZ23427) | aEkszerek.hu",Arany 14K,rugós kapocs,Madártoll,Női,1.36 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,9 mm,
118890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kerek-merleggel-p154867.html,"Arany nyaklánc, kerek mérleggel, nőknek (IZ23687) | aEkszerek.hu",Arany 14K,rugós kapocs,Kör,Női,3.16 gramm,"0,585",Sárga arany,,,,
86590,https://www.aekszerek.hu//arany/nyaklancok/noi/feher-arany-nyaklanc-cirkoni-spiritualitassal-p154918.html,"Fehérarany nyaklánc cirkóniával Spirituality, nőknek (IZ23774) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,2.25 gramm,"0,585",Fehér arany,Válassza ki a méretet,,,Cirkon
93090,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-golyos-nyaklanc-jennifer-p156628.html,"Arany golyós nyaklánc Jennifer, nőknek (IZ24643) | aEkszerek.hu",Arany 14K,rugós kapocs,Gyolyócskák,Női,1.76 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
76590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-medallal-owl-white-p106601.html,"Arany nyaklánc medállal Owl white, nőknek (IZ6378) | aEkszerek.hu",Arany 14K,,Bagoly,Női,2.03 gramm,"0,585",Fehér arany,Válassza ki a méretet,"10,5 mm","15,5 mm",Cirkon
52090,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-medallal-p154113.html,"Arany nyaklánc szív medállal, nőknek (IZ23413) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.35 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
64190,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kisfiu-es-kislany-p157048.html,"Női arany nyaklánc Kisfiú és Kislány, nőknek (IZ25015) | aEkszerek.hu",Arany 14K,rugós kapocs,Kisfiú,Női,1.72 gramm,"0,585",Sárga arany,Válassza ki a méretet,11 mm,13 mm,
113390,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-golyokkal-p157038.html,"Női arany nyaklánc golyókkal, nőknek (IZ25004) | aEkszerek.hu",Arany 14K,karabíner,Gyolyócskák,Női,3.05 gramm,"0,585",Sárga arany,Válassza ki a méretet,4 - 6 mm,,
50490,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kereszttel-es-fekete-cirkonokkal-p155501.html,"Arany nyaklánc kereszttel és fekete cirkonokkal, nőknek (IZ24202NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.34 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,6 mm,Vörösvasérc
59490,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-eletfa-2-p154493.html,"Arany nyaklánc Életfa 2, nőknek (IZ23867) | aEkszerek.hu",Arany 14K,rugós kapocs,Életfával,Női,1.52 gramm,"0,585",Sárga arany,Válassza ki a méretet,20.5 mm,20.5 mm,
89890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gyongyhazfenyu-sziv-p154585.html,"Arany nyaklánc gyöngyházfényű Szív, nőknek (IZ23176NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.47 gramm,"0,585",Sárga arany,Válassza ki a méretet,11 mm,11 mm,Gyöngyház
43110,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-vegtelenig-p154107.html,"Arany nyaklánc Végtelen, nőknek (IZ23411) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,1.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
81890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-cirkoni-spiritualitassal-p154857.html,"Arany nyaklánc cirkóni spiritualitással, nőknek (IZ23642) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,2.17 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Cirkon
124990,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-fekete-cirkoniaval-es-gyongyokkel-p140115.html,"Arany nyaklánc fekete cirkonokkal és golyókkal, nőknek (IZ17015) | aEkszerek.hu",Arany 14K,rugós kapocs,Gyolyócskák,Női,3.23 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Vörösvasérc
110590,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kotel-p156538.html,"Női arany nyaklánc Kötél, nőknek (IZ24587) | aEkszerek.hu",Arany 14K,karabíner,,Női,2.72 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
146530,https://www.aekszerek.hu//arany/nyaklancok/noi/nyaklanc-termeszetes-rozsaszin-gyongybol-zoya-8-mm-p120956.html,"Nyaklánc természetes rózsaszín gyöngyből Zoya 8 mm, nőknek (PE142Y) | aEkszerek.hu",,összetolható biztosí,,Női,33.37 gramm,"0,585",Sárga arany,,,,Gyöngy
83990,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gravirozott-diszekkel-es-keresztekkel-p157060.html,"Arany nyaklánc gravírozott díszekkel és keresztekkel, nőknek (IZ24820) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,2.24 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,6 mm,
49670,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-keresztekkel-p153201.html,"Arany nyaklánc keresztekkel, nőknek (IZ22982) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.67 gramm,"0,585",Sárga arany,,"6,5 mm",13 mm,
43510,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szivvel-es-hematittel-p155506.html,"Arany nyaklánc szívvel és hematittel, nőknek (IZ24204NH) | aEkszerek.hu",,rugós kapocs,Szívecskék,Női,1.45 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,8 mm,Vörösvasérc
112990,https://www.aekszerek.hu//arany/gyemant/nyaklancok/rose-arany-brilians-nyaklanc-0-010-ct-briliansokkal-p151706.html,"Rosé arany briliáns nyaklánc 0,010 ct briliánsokkal, nőknek (IZBR729R) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,0.99 gramm,"0,585",Rózsaszín arany,Válassza ki a méretet,4 mm,,"Brilliáns, Gyémánt"
107390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-golyocskak-p154985.html,"Arany nyaklánc Golyócskák, nőknek (IZ23633NH) | aEkszerek.hu",Arany 14K,karabíner,Gyolyócskák,Női,2.88 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
43110,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-es-nyaklanc-a-lohere-hiressegek-p155431.html,"Celebrity arany nyaklánc négylevelű lóherével, nőknek (IZ15432B) | aEkszerek.hu",,rugós kapocs,Négylevelű lóherék,Női,1.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,10 mm,
44070,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kislany-es-kisfiu-p157654.html,"Női arany nyaklánc Kislány és Kisfiú, nőknek (IZ25298) | aEkszerek.hu",Arany 14K,rugós kapocs,Kisfiú,Női,1.47 gramm,"0,585",Sárga arany,,17 mm,"12,5 mm",
55190,https://www.aekszerek.hu//arany/nyaklancok/noi/faith-kereszt-nyaklanc-p145511.html,"Faith kereszt nyaklánc, nőknek (IZ20061) | aEkszerek.hu",,rugós kapocs,Keresztek,Női,1.70 gramm,"0,585",Sárga arany,,15 mm,10 mm,
46230,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-sziv-a-korben-p155960.html,"Női arany nyaklánc Szív a körben, nőknek (IZ24234M) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.50 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
90290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-golyocskakkal-es-kereszttel-p156917.html,"Arany nyaklánc golyócskákkal és kereszttel, nőknek (IZ24844) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,2.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,6 mm,14 mm,
84090,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-gravirozott-szivekkel-p156860.html,"Női arany nyaklánc gravírozott szívekkel, nőknek (IZ24822) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.04 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,m 8 mm,
91190,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-szines-kovekkel-az-elet-faja-p138665.html,"Arany nyaklánc színes kövekkel Életfa, nőknek (IZ16796) | aEkszerek.hu",Arany 14K,rugós kapocs,Életfával,Női,2.49 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Cirkon
59030,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-pillango-cirkoniakkal-p153868.html,"Arany nyaklánc Pillangó cirkóniákkal, nőknek (IZ23488) | aEkszerek.hu",Arany 14K,rugós kapocs,Pillangók,Női,1.95 gramm,"0,585",Sárga arany,,11 mm,11 mm,Cirkon
43350,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-ornament-gyemanttal-p154119.html,"Arany nyaklánc ornament gyémánttal, nőknek (IZ23415) | aEkszerek.hu",Arany 14K,,Gyémánt,Női,1.41 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
128190,https://www.aekszerek.hu//arany/gyemant/nyaklancok/nyaklanc-gyemant-0-010-ct-angel-white-p105085.html,"ANGEL nyaklánc gyémánttal 0,010 ct white, nőknek (IZ5453A) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.64 gramm,"0,585",Fehér arany,Válassza ki a méretet,8 mm,25 mm,Brilliáns
40550,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-vegtelen-fekete-hematittel-p155493.html,"Arany nyaklánc Végtelen fekete hematittel, nőknek (IZ24199NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,1.38 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,4.5 mm,Vörösvasérc
59510,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-betu-nyaklanc-n-p148144.html,"Arany nyaklánc N betűvel, nőknek (IZ16582N) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,1.86 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,"7,8 mm",
58230,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szarny-p157383.html,"Arany nyaklánc Szárny, nőknek (IZ25127) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.82 gramm,"0,585",Sárga arany,Válassza ki a méretet,3 8 mm,26 30 mm,
150190,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-diszekkel-p156931.html,"Női arany nyaklánc díszekkel, nőknek (IZ24840NH) | aEkszerek.hu",Arany 14K,karabíner,,Női,3.99 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
81490,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-cirkoni-spiritualitassal-p154858.html,"Arany nyaklánc cirkóni spiritualitással, nőknek (IZ23642M) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,2.17 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Cirkon
51270,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-cirkoniakkal-vegtelen-p156641.html,"Női arany nyaklánc cirkóniákkal Végtelen, nőknek (IZ10065N) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,1.72 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,4 mm,Cirkon
43910,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-angyalszarny-a-korben-p155965.html,"Női arany nyaklánc Angyalszárny a körben, nőknek (IZ24385) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.43 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
59910,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-medallal-sziv-p153732.html,"Arany nyaklánc medállal Szív, nőknek (IZ23487) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.98 gramm,"0,585",Sárga arany,,,10 mm,
203990,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-level-p155100.html,"Arany nyaklánc Levél, nőknek (IZ23828) | aEkszerek.hu",Arany 14K,karabíner,Levél,,5.81 gramm,"0,585",Kombinált arany,Válassza ki a méretet,13 mm,10 mm,
44230,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-negylevelu-loherevel-p154116.html,"Arany nyaklánc négylevelű lóherével, nőknek (IZ23414) | aEkszerek.hu",,rugós kapocs,Négylevelű lóherék,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
40640,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-noi-nyaklanc-karma-p154110.html,"Arany női nyaklánc Karma, nőknek (IZ23412) | aEkszerek.hu",Sárga arany,rugós kapocs,,Női,1.41 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
83590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-golyocskak-p154854.html,"Arany nyaklánc Golyócskák, nőknek (IZ23635NH) | aEkszerek.hu",Arany 14K,karabíner,Gyolyócskák,Női,2.63 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
40940,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-tollal-p154104.html,"Arany nyaklánc tollal, nőknek (IZ23410) | aEkszerek.hu",Arany 14K,rugós kapocs,Madártoll,,1.42 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
41990,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-ornament-gyemanttal-2-p154131.html,"Arany nyaklánc ornament gyémánttal 2, nőknek (IZ23423) | aEkszerek.hu",Arany 14K,rugós kapocs,Gyémánt,Női,1.46 gramm,"0,585",Sárga arany,,17 mm,15 mm,
39380,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-sziv-p155116.html,"Női arany nyaklánc SZÍV, nőknek (IZ24068) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.55 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,,
304190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-levelekkel-p153090.html,"Arany nyaklánc levelekkel, nőknek (IZ22881NH) | aEkszerek.hu",Arany 14K,,,Női,8.32 gramm,"0,585",Kombinált arany,,"8 mm,7mm","16 mm,12 mm",
83350,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-diszekkel-es-feher-gyongyhazzal-p156944.html,"Arany nyaklánc díszekkel és fehér gyöngyházzal, nőknek (IZ24966) | aEkszerek.hu",Arany 14K,karabíner,Négyzet,Női,2.75 gramm,,Sárga arany,,6 mm,,Gyöngyház
68790,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-es-nyaklanc-sziv-hiressegek-p134456.html,"Celebrity arany nyaklánc szívvel, nőknek (IZ11523NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.10 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,"8,5 mm",
